Points_0,Points_1,Points_2,Points_Magnitude,Point ID
-0.943476,-0.844109,2.02975,2.39218,33462
-0.943326,-0.844549,2.03066,2.39306,33463
-0.943224,-0.844751,2.03118,2.39352,33464
-0.942928,-0.844931,2.03219,2.39433,33465
-0.942555,-0.844856,2.03331,2.39511,33466
-0.942128,-0.844626,2.03436,2.39575,33467
-0.941763,-0.844353,2.03532,2.39633,33468
-0.94151,-0.844187,2.03594,2.39669,33469
-0.941145,-0.843965,2.03686,2.39725,33470
-0.940825,-0.843851,2.03778,2.39787,33471
-0.940522,-0.843844,2.03874,2.39857,33472
-0.940289,-0.844033,2.03973,2.39938,33473
-0.940103,-0.844413,2.04076,2.40032,33474
-0.939948,-0.8449,2.04181,2.40132,33475
-0.939879,-0.845709,2.04294,2.40254,33476
-0.939786,-0.846292,2.0439,2.40352,33477
-0.93959,-0.846734,2.045,2.40454,33478
-0.939368,-0.846992,2.046,2.40539,33479
-0.939102,-0.847139,2.04699,2.40618,33480
-0.938816,-0.84718,2.04793,2.40689,33481
-0.938506,-0.847153,2.04889,2.40757,33482
-0.938158,-0.847038,2.04987,2.40823,33483
-0.937792,-0.846833,2.05078,2.40879,33484
-0.937414,-0.846559,2.05167,2.4093,33485
-0.937017,-0.846185,2.0525,2.40973,33486
-0.936604,-0.845761,2.05332,2.41012,33487
-0.936186,-0.845298,2.05411,2.41047,33488
-0.935802,-0.844813,2.05477,2.41071,33489
-0.935366,-0.844205,2.05545,2.41091,33490
-0.935026,-0.843711,2.05597,2.41104,33491
-0.934588,-0.843043,2.05659,2.41117,33492
-0.934296,-0.842558,2.05697,2.41121,33493
-0.933865,-0.841761,2.05743,2.41115,33494
-0.933455,-0.84092,2.05775,2.41098,33495
-0.933301,-0.840583,2.05787,2.4109,33496
-0.93288,-0.839693,2.05818,2.41069,33497
-0.932501,-0.838789,2.05835,2.41038,33498
-0.93213,-0.837882,2.0585,2.41005,33499
-0.931818,-0.836946,2.05842,2.40953,33500
-0.931651,-0.836025,2.05791,2.40871,33501
-0.93151,-0.83505,2.05724,2.40775,33502
-0.931461,-0.83429,2.05654,2.40687,33503
-0.931443,-0.833536,2.05574,2.40592,33504
-0.931439,-0.832923,2.05506,2.40512,33505
-0.931454,-0.832261,2.05426,2.40422,33506
-0.931486,-0.831637,2.05345,2.40332,33507
-0.931525,-0.831329,2.05299,2.40284,33508
-0.931618,-0.830826,2.05212,2.40196,33509
-0.931735,-0.830361,2.05123,2.40108,33510
-0.931894,-0.829955,2.05027,2.40018,33511
-0.932072,-0.82964,2.04935,2.39935,33512
-0.932291,-0.829389,2.04838,2.39852,33513
-0.932539,-0.829207,2.04739,2.39771,33514
-0.932831,-0.829123,2.04637,2.39693,33515
-0.933157,-0.829138,2.04536,2.39619,33516
-0.933497,-0.829244,2.0444,2.39555,33517
-0.933858,-0.829426,2.04348,2.39497,33518
-0.934219,-0.829702,2.04265,2.39449,33519
-0.934618,-0.830084,2.04182,2.39407,33520
-0.935043,-0.830544,2.04101,2.39371,33521
-0.935478,-0.831059,2.04022,2.39338,33522
-0.935964,-0.831683,2.03941,2.3931,33523
-0.936374,-0.83217,2.03864,2.39277,33524
-0.93673,-0.83246,2.03786,2.39234,33525
-0.937087,-0.832634,2.03692,2.39175,33526
-0.937442,-0.832796,2.03599,2.39115,33527
-0.937542,-0.832842,2.03573,2.39099,33528
-0.937923,-0.833054,2.03476,2.39039,33529
-0.938335,-0.833439,2.03389,2.38994,33530
-0.93883,-0.834088,2.03307,2.38966,33531
-0.93926,-0.834704,2.0324,2.38948,33532
-0.939694,-0.835363,2.03177,2.38934,33533
-0.940126,-0.836004,2.03113,2.38919,33534
-0.940568,-0.836638,2.03047,2.38903,33535
-0.941083,-0.837357,2.02965,2.38878,33536
-0.941584,-0.838035,2.02885,2.38853,33537
-0.939014,-0.833215,2.03394,2.39017,33538
-0.939462,-0.833792,2.03317,2.38989,33539
-0.939895,-0.834424,2.03252,2.38973,33540
-0.940322,-0.835073,2.03189,2.38959,33541
-0.940755,-0.835722,2.03127,2.38946,33542
-0.941253,-0.836435,2.03051,2.38926,33543
-0.941729,-0.837089,2.02974,2.38902,33544
-0.942061,-0.837545,2.02921,2.38886,33545
-0.94222,-0.837759,2.02897,2.38879,33546
-0.942684,-0.838441,2.02827,2.38863,33547
-0.943136,-0.839196,2.02772,2.3886,33548
-0.943663,-0.840276,2.02729,2.38882,33549
-0.943975,-0.841174,2.02733,2.3893,33550
-0.944132,-0.84174,2.02747,2.38967,33551
-0.944326,-0.842619,2.02786,2.39039,33552
-0.944387,-0.84341,2.02855,2.39128,33553
-0.944403,-0.84365,2.02878,2.39156,33554
-0.944399,-0.844325,2.02955,2.39246,33555
-0.944319,-0.844938,2.0304,2.39336,33556
-0.9442,-0.845234,2.03111,2.39402,33557
-0.94385,-0.845417,2.03222,2.39489,33558
-0.943453,-0.845338,2.03345,2.39575,33559
-0.943027,-0.845108,2.03448,2.39638,33560
-0.942626,-0.844774,2.03533,2.39682,33561
-0.942244,-0.844419,2.03623,2.39731,33562
-0.941881,-0.844148,2.03713,2.39784,33563
-0.941541,-0.843964,2.03806,2.39843,33564
-0.941213,-0.843831,2.03898,2.39904,33565
-0.94093,-0.843861,2.03994,2.39975,33566
-0.940705,-0.844105,2.04095,2.4006,33567
-0.940547,-0.844585,2.042,2.40161,33568
-0.940489,-0.84538,2.04308,2.40278,33569
-0.940393,-0.84603,2.04412,2.40386,33570
-0.940202,-0.846445,2.04519,2.40484,33571
-0.939979,-0.846698,2.04619,2.40569,33572
-0.939723,-0.846861,2.04717,2.40649,33573
-0.939438,-0.846906,2.04812,2.4072,33574
-0.939128,-0.846901,2.04908,2.40789,33575
-0.938777,-0.846791,2.05007,2.40855,33576
-0.938417,-0.846586,2.05097,2.40911,33577
-0.938041,-0.846315,2.05186,2.40963,33578
-0.937642,-0.845945,2.05269,2.41005,33579
-0.937224,-0.845512,2.05351,2.41043,33580
-0.936855,-0.845113,2.05423,2.41077,33581
-0.936431,-0.844575,2.05496,2.41103,33582
-0.935998,-0.843981,2.05564,2.41124,33583
-0.935654,-0.843474,2.05616,2.41137,33584
-0.935221,-0.842809,2.05678,2.41149,33585
-0.934927,-0.842311,2.05713,2.41151,33586
-0.934504,-0.841512,2.05756,2.41143,33587
-0.934095,-0.840652,2.05788,2.41124,33588
-0.933951,-0.840338,2.05799,2.41117,33589
-0.93354,-0.83945,2.05828,2.41095,33590
-0.93315,-0.838556,2.0585,2.41068,33591
-0.93277,-0.837632,2.05863,2.41032,33592
-0.932459,-0.836717,2.05859,2.40985,33593
-0.932288,-0.835806,2.05809,2.40904,33594
-0.932163,-0.834841,2.0574,2.40806,33595
-0.932106,-0.834079,2.0567,2.40719,33596
-0.932086,-0.833326,2.05592,2.40625,33597
-0.932082,-0.832703,2.05524,2.40544,33598
-0.932091,-0.832046,2.05446,2.40456,33599
-0.932133,-0.831422,2.05362,2.40364,33600
-0.932165,-0.831127,2.05318,2.40317,33601
-0.932252,-0.830608,2.05232,2.4023,33602
-0.932375,-0.830149,2.05141,2.40141,33603
-0.932535,-0.829754,2.05046,2.40052,33604
-0.932716,-0.829434,2.04953,2.39968,33605
-0.932936,-0.829191,2.04856,2.39886,33606
-0.933174,-0.828999,2.04759,2.39805,33607
-0.93347,-0.828918,2.04657,2.39727,33608
-0.933795,-0.828948,2.04556,2.39655,33609
-0.93413,-0.829021,2.0446,2.39589,33610
-0.934494,-0.829218,2.04369,2.39531,33611
-0.93486,-0.829518,2.04287,2.39486,33612
-0.935267,-0.829906,2.04202,2.39444,33613
-0.935682,-0.830358,2.04122,2.39407,33614
-0.936121,-0.8309,2.04046,2.39378,33615
-0.936599,-0.831506,2.03964,2.39348,33616
-0.937008,-0.83196,2.03886,2.39313,33617
-0.937345,-0.832182,2.03804,2.39265,33618
-0.937705,-0.832345,2.0371,2.39204,33619
-0.938055,-0.832503,2.03616,2.39143,33620
-0.93817,-0.832549,2.03586,2.39124,33621
-0.938553,-0.832773,2.0349,2.39065,33622
-0.940806,-0.834536,2.03221,2.38986,33623
-0.940984,-0.834805,2.03196,2.38981,33624
-0.94143,-0.83549,2.03131,2.38968,33625
-0.941907,-0.83617,2.03059,2.38949,33626
-0.942254,-0.83665,2.03003,2.38932,33627
-0.942699,-0.837246,2.02932,2.3891,33628
-0.942869,-0.837489,2.02905,2.38902,33629
-0.943326,-0.838155,2.02835,2.38885,33630
-0.943792,-0.838893,2.02774,2.38877,33631
-0.944375,-0.840045,2.0272,2.38894,33632
-0.944718,-0.84098,2.02721,2.38942,33633
-0.9449,-0.841624,2.02736,2.38984,33634
-0.94511,-0.842519,2.02772,2.39055,33635
-0.945237,-0.843361,2.02826,2.39135,33636
-0.945295,-0.843902,2.0287,2.39194,33637
-0.94534,-0.844641,2.02939,2.39281,33638
-0.945303,-0.8453,2.03012,2.39364,33639
-0.945228,-0.84583,2.03099,2.39453,33640
-0.944981,-0.846052,2.03196,2.39534,33641
-0.944743,-0.846079,2.03261,2.39581,33642
-0.944404,-0.846011,2.03359,2.39648,33643
-0.943984,-0.845773,2.03461,2.3971,33644
-0.943576,-0.845409,2.03557,2.39762,33645
-0.943152,-0.845005,2.03655,2.39814,33646
-0.942711,-0.844594,2.03745,2.39859,33647
-0.9424,-0.844286,2.03813,2.39894,33648
-0.942294,-0.844193,2.03836,2.39906,33649
-0.941925,-0.843932,2.03924,2.39958,33650
-0.941597,-0.843765,2.04016,2.40017,33651
-0.941328,-0.843845,2.04114,2.40093,33652
-0.941138,-0.844279,2.04221,2.40191,33653
-0.941097,-0.845094,2.04328,2.40309,33654
-0.940993,-0.845747,2.04436,2.4042,33655
-0.940819,-0.846146,2.04534,2.4051,33656
-0.940591,-0.846431,2.04639,2.406,33657
-0.940339,-0.846588,2.04735,2.40678,33658
-0.940059,-0.846661,2.04832,2.40752,33659
-0.939738,-0.846648,2.04932,2.40824,33660
-0.939406,-0.846537,2.05025,2.40887,33661
-0.939046,-0.846339,2.05117,2.40944,33662
-0.938666,-0.846069,2.05205,2.40995,33663
-0.938267,-0.845705,2.05289,2.41038,33664
-0.937859,-0.845284,2.0537,2.41076,33665
-0.937482,-0.844852,2.05441,2.41107,33666
-0.937059,-0.844333,2.05515,2.41135,33667
-0.936633,-0.843746,2.05584,2.41157,33668
-0.936193,-0.843081,2.05647,2.4117,33669
-0.935854,-0.842543,2.05693,2.41177,33670
-0.935569,-0.842066,2.05729,2.4118,33671
-0.935142,-0.841261,2.05772,2.41172,33672
-0.934734,-0.840407,2.05803,2.41154,33673
-0.934596,-0.840099,2.05813,2.41146,33674
-0.934185,-0.839198,2.0584,2.41122,33675
-0.933797,-0.838311,2.05862,2.41095,33676
-0.933426,-0.83738,2.05873,2.41057,33677
-0.933121,-0.836496,2.05871,2.41013,33678
-0.93293,-0.835585,2.05827,2.40936,33679
-0.932806,-0.834622,2.05756,2.40838,33680
-0.932755,-0.833856,2.05687,2.4075,33681
-0.932726,-0.833105,2.0561,2.40657,33682
-0.932728,-0.832497,2.05541,2.40577,33683
-0.932745,-0.831851,2.05462,2.40488,33684
-0.932781,-0.831231,2.0538,2.40398,33685
-0.932817,-0.830926,2.05335,2.4035,33686
-0.932897,-0.83041,2.0525,2.40263,33687
-0.933017,-0.82995,2.0516,2.40175,33688
-0.933177,-0.829552,2.05065,2.40086,33689
-0.933353,-0.829227,2.04972,2.40003,33690
-0.933574,-0.828987,2.04876,2.39921,33691
-0.933816,-0.828801,2.04778,2.3984,33692
-0.934116,-0.828726,2.04676,2.39762,33693
-0.934212,-0.828729,2.04645,2.39739,33694
-0.934543,-0.828777,2.04548,2.39671,33695
-0.934774,-0.828858,2.04482,2.39627,33696
-0.935141,-0.829045,2.04389,2.39568,33697
-0.935525,-0.829345,2.04302,2.39519,33698
-0.935904,-0.829713,2.04225,2.39481,33699
-0.936328,-0.83018,2.04144,2.39445,33700
-0.936768,-0.830735,2.04068,2.39416,33701
-0.937236,-0.831323,2.03987,2.39386,33702
-0.937626,-0.8317,2.03906,2.39345,33703
-0.93797,-0.831899,2.0382,2.39293,33704
-0.938327,-0.832054,2.03725,2.39231,33705
-0.938674,-0.832199,2.03632,2.39171,33706
-0.93879,-0.832254,2.03601,2.39151,33707
-0.939172,-0.83248,2.03506,2.39093,33708
-0.939654,-0.832948,2.03407,2.39043,33709
-0.940095,-0.833502,2.0333,2.39015,33710
-0.94053,-0.834131,2.03263,2.38997,33711
-0.944068,-0.837991,2.02826,2.38901,33712
-0.944258,-0.838287,2.02801,2.38897,33713
-0.944581,-0.838837,2.02763,2.38897,33714
-0.945099,-0.839838,2.02711,2.38908,33715
-0.945469,-0.840797,2.02708,2.38954,33716
-0.945734,-0.841748,2.02732,2.39018,33717
-0.945897,-0.842422,2.02756,2.39069,33718
-0.94599,-0.842927,2.02785,2.39115,33719
-0.946118,-0.843766,2.0284,2.39196,33720
-0.946151,-0.844051,2.02861,2.39226,33721
-0.946231,-0.84484,2.02926,2.39312,33722
-0.946313,-0.845644,2.02991,2.39398,33723
-0.946266,-0.846425,2.03086,2.39505,33724
-0.946056,-0.846717,2.0318,2.39586,33725
-0.945734,-0.846796,2.03284,2.39665,33726
-0.945436,-0.846741,2.0337,2.39724,33727
-0.945016,-0.846523,2.03471,2.39785,33728
-0.944851,-0.846387,2.03513,2.3981,33729
-0.944424,-0.846003,2.03603,2.39856,33730
-0.944022,-0.845611,2.0369,2.399,33731
-0.943591,-0.845188,2.03778,2.39943,33732
-0.943152,-0.844702,2.03866,2.39984,33733
-0.942657,-0.844127,2.03952,2.40017,33734
-0.9423,-0.843847,2.04042,2.4007,33735
-0.941987,-0.843713,2.04135,2.40131,33736
-0.941774,-0.844021,2.04238,2.40222,33737
-0.941704,-0.844777,2.04346,2.40337,33738
-0.941605,-0.845493,2.04458,2.40454,33739
-0.941433,-0.845887,2.04556,2.40544,33740
-0.941211,-0.846163,2.04659,2.40632,33741
-0.940957,-0.846309,2.04755,2.40709,33742
-0.940676,-0.846386,2.04852,2.40784,33743
-0.940368,-0.846373,2.04947,2.40852,33744
-0.940032,-0.846294,2.05044,2.40919,33745
-0.939673,-0.846107,2.05137,2.40977,33746
-0.939295,-0.845822,2.05224,2.41027,33747
-0.938898,-0.845466,2.05309,2.41071,33748
-0.938489,-0.845046,2.0539,2.41109,33749
-0.938112,-0.844602,2.05459,2.41138,33750
-0.937686,-0.844087,2.05534,2.41167,33751
-0.937262,-0.843501,2.05602,2.41188,33752
-0.936821,-0.842833,2.05665,2.41201,33753
-0.936487,-0.842293,2.05711,2.41208,33754
-0.936209,-0.841823,2.05743,2.41209,33755
-0.93578,-0.841013,2.05788,2.41202,33756
-0.935377,-0.840169,2.05819,2.41184,33757
-0.935241,-0.839866,2.05827,2.41175,33758
-0.934845,-0.83896,2.0585,2.41148,33759
-0.934459,-0.838058,2.05869,2.41117,33760
-0.934086,-0.837137,2.05882,2.41082,33761
-0.933778,-0.83627,2.05881,2.4104,33762
-0.933582,-0.835367,2.05841,2.40966,33763
-0.933471,-0.83443,2.0577,2.40869,33764
-0.933407,-0.833652,2.05702,2.40781,33765
-0.933383,-0.832895,2.05624,2.40687,33766
-0.933381,-0.832293,2.05557,2.40609,33767
-0.933398,-0.831648,2.05479,2.40521,33768
-0.933434,-0.831027,2.05396,2.4043,33769
-0.933468,-0.830731,2.05353,2.40384,33770
-0.933549,-0.830204,2.05268,2.40296,33771
-0.933671,-0.829758,2.05178,2.40209,33772
-0.933823,-0.829353,2.05084,2.40121,33773
-0.934005,-0.829037,2.04991,2.40037,33774
-0.934224,-0.828793,2.04895,2.39955,33775
-0.934468,-0.828628,2.04798,2.39876,33776
-0.934572,-0.828592,2.04761,2.39848,33777
-0.934869,-0.828553,2.04664,2.39775,33778
-0.935188,-0.828597,2.04568,2.39707,33779
-0.935424,-0.828685,2.04503,2.39664,33780
-0.935794,-0.82888,2.0441,2.39605,33781
-0.936184,-0.829192,2.04322,2.39557,33782
-0.936551,-0.829541,2.04246,2.39519,33783
-0.936967,-0.830012,2.04168,2.39485,33784
-0.937411,-0.830554,2.04091,2.39455,33785
-0.937871,-0.831127,2.04009,2.39423,33786
-0.93826,-0.831458,2.03924,2.39378,33787
-0.938585,-0.831601,2.03837,2.39321,33788
-0.938753,-0.831671,2.03792,2.39292,33789
-0.939104,-0.831826,2.03699,2.39232,33790
-0.939294,-0.831902,2.03648,2.39199,33791
-0.939416,-0.831962,2.03617,2.39179,33792
-0.939801,-0.832191,2.03521,2.3912,33793
-0.940284,-0.832665,2.03421,2.39071,33794
-0.940628,-0.833087,2.03359,2.39047,33795
-0.941057,-0.83368,2.0329,2.39025,33796
-0.941635,-0.83451,2.03201,2.39001,33797
-0.942086,-0.835193,2.03134,2.38986,33798
-0.942446,-0.835718,2.03078,2.38971,33799
-0.94289,-0.836328,2.0301,2.38951,33800
-0.94303,-0.836527,2.02988,2.38945,33801
-0.943507,-0.83718,2.02912,2.38923,33802
-0.941143,-0.832661,2.03392,2.39079,33803
-0.94135,-0.832915,2.03354,2.39065,33804
-0.941812,-0.833528,2.03278,2.39039,33805
-0.942278,-0.834205,2.03206,2.3902,33806
-0.942646,-0.83475,2.0315,2.39005,33807
-0.943082,-0.835375,2.03083,2.38988,33808
-0.943208,-0.835556,2.03064,2.38983,33809
-0.943696,-0.836212,2.02985,2.38958,33810
-0.944164,-0.836866,2.02912,2.38938,33811
-0.944622,-0.837528,2.02843,2.3892,33812
-0.944955,-0.838044,2.02797,2.38913,33813
-0.945452,-0.838881,2.02738,2.38911,33814
-0.945826,-0.83963,2.02705,2.38924,33815
-0.946226,-0.840681,2.02701,2.38974,33816
-0.946484,-0.841545,2.02718,2.39029,33817
-0.94672,-0.842465,2.02747,2.39095,33818
-0.946862,-0.843199,2.02786,2.3916,33819
-0.946965,-0.843811,2.02822,2.39216,33820
-0.947075,-0.844615,2.02879,2.39297,33821
-0.947127,-0.84504,2.02911,2.39341,33822
-0.947241,-0.84591,2.02974,2.3943,33823
-0.947272,-0.846218,2.02999,2.39463,33824
-0.947249,-0.846911,2.03079,2.39555,33825
-0.947031,-0.847231,2.03175,2.39639,33826
-0.946705,-0.847357,2.03286,2.39724,33827
-0.9464,-0.847342,2.03383,2.39794,33828
-0.946009,-0.847177,2.03483,2.39858,33829
-0.94557,-0.846843,2.03584,2.39915,33830
-0.945324,-0.846618,2.03637,2.39942,33831
-0.944893,-0.846208,2.03728,2.39987,33832
-0.944492,-0.845782,2.03813,2.40029,33833
-0.943981,-0.845184,2.03903,2.40064,33834
-0.943484,-0.844538,2.03984,2.40091,33835
-0.943046,-0.844027,2.04071,2.40129,33836
-0.942685,-0.843727,2.04159,2.4018,33837
-0.942408,-0.843776,2.04257,2.40254,33838
-0.942303,-0.844431,2.04364,2.40364,33839
-0.942212,-0.845165,2.04475,2.4048,33840
-0.94205,-0.845597,2.04575,2.40574,33841
-0.941829,-0.845873,2.04676,2.40661,33842
-0.941577,-0.846048,2.04774,2.40741,33843
-0.941296,-0.84612,2.04872,2.40815,33844
-0.94099,-0.846119,2.04967,2.40884,33845
-0.940663,-0.846048,2.05063,2.40951,33846
-0.940304,-0.845867,2.05156,2.41009,33847
-0.939925,-0.845583,2.05244,2.4106,33848
-0.939523,-0.845221,2.05329,2.41103,33849
-0.93912,-0.844805,2.05409,2.41142,33850
-0.938738,-0.844362,2.05478,2.4117,33851
-0.938315,-0.84384,2.05553,2.41199,33852
-0.937891,-0.843253,2.05621,2.4122,33853
-0.937453,-0.842583,2.05683,2.41233,33854
-0.937118,-0.842041,2.05727,2.41238,33855
-0.936847,-0.841572,2.0576,2.4124,33856
-0.936419,-0.840767,2.05803,2.41231,33857
-0.936024,-0.8399,2.0583,2.41209,33858
-0.935512,-0.838716,2.05857,2.41171,33859
-0.935125,-0.837808,2.05876,2.41141,33860
-0.934758,-0.836884,2.05888,2.41104,33861
-0.934459,-0.836051,2.05886,2.41062,33862
-0.93425,-0.835137,2.0585,2.40991,33863
-0.93413,-0.834229,2.05784,2.40899,33864
-0.934071,-0.833454,2.05715,2.40811,33865
-0.934044,-0.832691,2.05638,2.40718,33866
-0.934039,-0.832102,2.05573,2.40642,33867
-0.934055,-0.831462,2.05494,2.40552,33868
-0.934101,-0.830843,2.0541,2.40461,33869
-0.934123,-0.830557,2.05369,2.40417,33870
-0.934204,-0.830036,2.05285,2.4033,33871
-0.934328,-0.829572,2.05194,2.40242,33872
-0.934471,-0.829169,2.05103,2.40155,33873
-0.934664,-0.828872,2.0501,2.40073,33874
-0.934879,-0.828619,2.04912,2.3999,33875
-0.935129,-0.828456,2.04814,2.3991,33876
-0.935227,-0.828427,2.0478,2.39884,33877
-0.935521,-0.828404,2.04684,2.39813,33878
-0.935851,-0.828454,2.04587,2.39744,33879
-0.936074,-0.828524,2.04524,2.39702,33880
-0.936448,-0.828713,2.0443,2.39643,33881
-0.936834,-0.829025,2.04343,2.39595,33882
-0.93719,-0.829365,2.04269,2.39557,33883
-0.937617,-0.82985,2.0419,2.39523,33884
-0.938058,-0.830402,2.04114,2.39495,33885
-0.938485,-0.830886,2.04033,2.39459,33886
-0.938857,-0.831181,2.03948,2.39412,33887
-0.939028,-0.831259,2.03904,2.39384,33888
-0.939366,-0.831382,2.03811,2.39322,33889
-0.939714,-0.831533,2.03717,2.39261,33890
-0.939908,-0.83162,2.03667,2.39229,33891
-0.940034,-0.831675,2.03634,2.39208,33892
-0.940427,-0.831918,2.03537,2.39149,33893
-0.940832,-0.832293,2.0345,2.39104,33894
-0.945646,-0.837743,2.0279,2.38923,33895
-0.946144,-0.838605,2.02732,2.38924,33896
-0.946588,-0.839488,2.02694,2.38941,33897
-0.946939,-0.840388,2.02688,2.38981,33898
-0.947222,-0.841336,2.02705,2.3904,33899
-0.947468,-0.842277,2.02736,2.39109,33900
-0.947668,-0.843199,2.02777,2.39184,33901
-0.947775,-0.843803,2.0281,2.39238,33902
-0.947932,-0.84468,2.0286,2.39317,33903
-0.948032,-0.845278,2.02897,2.39374,33904
-0.948167,-0.846163,2.02955,2.39459,33905
-0.948226,-0.84668,2.02995,2.39514,33906
-0.948191,-0.847327,2.03075,2.39604,33907
-0.94798,-0.847626,2.03169,2.39686,33908
-0.947674,-0.847731,2.03273,2.39765,33909
-0.947601,-0.847744,2.033,2.39786,33910
-0.947273,-0.847729,2.03398,2.39855,33911
-0.946922,-0.84762,2.03497,2.39921,33912
-0.946529,-0.847399,2.03594,2.39981,33913
-0.946191,-0.847137,2.03671,2.40023,33914
-0.945809,-0.846769,2.03761,2.40072,33915
-0.945344,-0.846308,2.03849,2.40112,33916
-0.944874,-0.845739,2.03934,2.40145,33917
-0.944344,-0.845017,2.04016,2.40169,33918
-0.943813,-0.844263,2.041,2.40193,33919
-0.943403,-0.843852,2.04187,2.40236,33920
-0.943063,-0.843657,2.04279,2.40293,33921
-0.942901,-0.844139,2.04386,2.40395,33922
-0.942808,-0.844798,2.0449,2.40504,33923
-0.942664,-0.845314,2.04594,2.40604,33924
-0.942449,-0.845612,2.04696,2.40693,33925
-0.9422,-0.845791,2.04794,2.40773,33926
-0.941919,-0.845867,2.04891,2.40847,33927
-0.941615,-0.845862,2.04987,2.40917,33928
-0.941284,-0.845791,2.05083,2.40983,33929
-0.94093,-0.845627,2.05175,2.41042,33930
-0.940555,-0.845347,2.05263,2.41093,33931
-0.940158,-0.844993,2.05348,2.41136,33932
-0.939742,-0.844554,2.05429,2.41174,33933
-0.93937,-0.844122,2.05497,2.41202,33934
-0.938947,-0.8436,2.05571,2.41231,33935
-0.938516,-0.842996,2.05639,2.41251,33936
-0.938187,-0.842501,2.05687,2.41262,33937
-0.937749,-0.841793,2.05745,2.41269,33938
-0.937483,-0.84133,2.05776,2.41269,33939
-0.937066,-0.840493,2.05813,2.41255,33940
-0.936675,-0.839609,2.05835,2.41228,33941
-0.936178,-0.838454,2.05862,2.41192,33942
-0.935797,-0.837547,2.0588,2.41161,33943
-0.93543,-0.836642,2.05892,2.41126,33944
-0.93514,-0.835834,2.05892,2.41086,33945
-0.934912,-0.83493,2.05862,2.4102,33946
-0.934791,-0.834022,2.05798,2.40929,33947
-0.93473,-0.833246,2.05729,2.40841,33948
-0.934708,-0.83249,2.0565,2.40747,33949
-0.934707,-0.831928,2.05586,2.40673,33950
-0.934726,-0.831277,2.05506,2.40583,33951
-0.934767,-0.830665,2.05424,2.40493,33952
-0.934791,-0.830389,2.05384,2.40451,33953
-0.934873,-0.829861,2.053,2.40363,33954
-0.934991,-0.829399,2.05209,2.40275,33955
-0.93514,-0.829016,2.0512,2.40191,33956
-0.935327,-0.828711,2.05025,2.40107,33957
-0.935546,-0.828458,2.04929,2.40025,33958
-0.9358,-0.828302,2.04831,2.39945,33959
-0.935884,-0.828267,2.048,2.39921,33960
-0.936183,-0.828245,2.04703,2.39849,33961
-0.936517,-0.828307,2.04606,2.39781,33962
-0.936729,-0.828375,2.04546,2.39741,33963
-0.937091,-0.828555,2.04453,2.39682,33964
-0.937481,-0.828852,2.04364,2.39632,33965
-0.937835,-0.829192,2.04291,2.39595,33966
-0.938269,-0.829707,2.04213,2.39563,33967
-0.938702,-0.830236,2.04136,2.39533,33968
-0.939113,-0.830666,2.04054,2.39494,33969
-0.939468,-0.830875,2.03966,2.3944,33970
-0.939634,-0.830945,2.03923,2.39412,33971
-0.939974,-0.831079,2.0383,2.39351,33972
-0.940326,-0.831232,2.03736,2.3929,33973
-0.940525,-0.83132,2.03683,2.39257,33974
-0.940665,-0.831386,2.03646,2.39233,33975
-0.941052,-0.831624,2.03551,2.39175,33976
-0.941458,-0.831989,2.03464,2.3913,33977
-0.941859,-0.832429,2.03384,2.39093,33978
-0.942283,-0.83297,2.0331,2.39065,33979
-0.942419,-0.833156,2.03288,2.39058,33980
-0.942857,-0.833767,2.03218,2.39038,33981
-0.943284,-0.834388,2.03152,2.3902,33982
-0.943397,-0.834554,2.03133,2.39014,33983
-0.94387,-0.835214,2.03058,2.38993,33984
-0.94436,-0.83586,2.0298,2.38968,33985
-0.944828,-0.836516,2.02908,2.38948,33986
-0.945031,-0.836812,2.02877,2.38941,33987
-0.945469,-0.837468,2.02814,2.38927,33988
-0.945568,-0.836266,2.02888,2.38952,33989
-0.945959,-0.836858,2.02833,2.38941,33990
-0.946349,-0.837461,2.02783,2.38935,33991
-0.946838,-0.838323,2.02728,2.38938,33992
-0.947295,-0.839218,2.02686,2.38952,33993
-0.947674,-0.840184,2.02677,2.38994,33994
-0.947951,-0.84113,2.02697,2.39055,33995
-0.948216,-0.842084,2.02721,2.3912,33996
-0.948429,-0.842986,2.02758,2.3919,33997
-0.948597,-0.843825,2.02798,2.39261,33998
-0.948776,-0.844749,2.02848,2.39343,33999
-0.948901,-0.845545,2.02897,2.39418,34000
-0.94902,-0.846318,2.02947,2.39492,34001
-0.949083,-0.847122,2.03011,2.39577,34002
-0.949054,-0.847559,2.03074,2.39645,34003
-0.948839,-0.847884,2.03173,2.39732,34004
-0.94855,-0.848009,2.03274,2.39811,34005
-0.948418,-0.848012,2.03316,2.39841,34006
-0.948079,-0.847955,2.03414,2.39909,34007
-0.947732,-0.847861,2.03512,2.39974,34008
-0.947354,-0.847676,2.03612,2.40038,34009
-0.946985,-0.847433,2.03701,2.4009,34010
-0.946614,-0.847118,2.0379,2.4014,34011
-0.946195,-0.84672,2.03879,2.40185,34012
-0.945723,-0.846201,2.03965,2.40221,34013
-0.945222,-0.84552,2.0405,2.40249,34014
-0.94466,-0.844728,2.04131,2.40269,34015
-0.94454,-0.844553,2.04149,2.40273,34016
-0.944107,-0.843987,2.04223,2.40299,34017
-0.94374,-0.84367,2.04309,2.40347,34018
-0.943503,-0.843795,2.04403,2.40421,34019
-0.943398,-0.844492,2.04513,2.40535,34020
